Time_Index,Drift_Type,Top_Features,Errors
1002,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2202.9499155114618), np.float64(459.41590989825363), np.float64(276.3766141611842)]"
1003,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2210.732970357677), np.float64(456.58008038559757), np.float64(277.28725917001503)]"
1004,Environmental Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2218.428681726301), np.float64(453.95604729485484), np.float64(278.09622061610077)]"
1005,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2202.2239891209506), np.float64(455.83008169740185), np.float64(276.3791411991575)]"
1006,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2195.918761426702), np.float64(456.29897912411354), np.float64(276.09852717131446)]"
1007,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2191.500703376719), np.float64(456.72106153133717), np.float64(276.19381477722106)]"
1008,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2190.5521105932016), np.float64(456.7598649656919), np.float64(276.35507553849476)]"
1009,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2186.1944467937274), np.float64(456.9969503914441), np.float64(276.531726845643)]"
1010,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2189.4546009754877), np.float64(456.778073264215), np.float64(276.2281606085076)]"
1011,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2185.3146874777576), np.float64(456.55033146566785), np.float64(275.8175950006391)]"
1012,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2184.5494408903473), np.float64(456.4291972406578), np.float64(275.4582245370724)]"
1013,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2183.1906276704126), np.float64(456.03476305994616), np.float64(274.95916723227526)]"
1014,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2182.6664063917838), np.float64(455.6785650625599), np.float64(274.3589247974638)]"
1015,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2179.0090563506596), np.float64(455.5654696088999), np.float64(273.9997543212241)]"
1016,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2175.6168870607225), np.float64(455.5955221778071), np.float64(273.3846038960573)]"
1017,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2173.8232812164742), np.float64(455.58938982597647), np.float64(272.9299512140636)]"
1018,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2172.425769539069), np.float64(455.58349158197615), np.float64(272.74629212693895)]"
1019,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2156.0356514446776), np.float64(455.9506312059492), np.float64(271.53392821138425)]"
1020,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2175.279771044581), np.float64(456.708606780609), np.float64(272.48234929808336)]"
1021,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2169.976547480288), np.float64(456.3754665359203), np.float64(272.529641889923)]"
1022,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2176.211577171837), np.float64(457.91923860605783), np.float64(272.77142340559965)]"
1023,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2175.6296260177014), np.float64(457.9272801096731), np.float64(272.96379324687837)]"
1024,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2178.755835179854), np.float64(458.2651145529758), np.float64(273.5753540093491)]"
1025,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2177.0150116778846), np.float64(458.13383396707167), np.float64(274.12211148578206)]"
1026,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2177.8141197124532), np.float64(458.0636902927601), np.float64(274.358340323685)]"
1027,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2178.100264818321), np.float64(457.7353470498203), np.float64(274.3407259125421)]"
1028,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2178.3335871962418), np.float64(457.4947433269326), np.float64(274.5229975176181)]"
1029,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2174.8928393407086), np.float64(457.56259226316604), np.float64(273.8390660173077)]"
1030,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2174.720520438901), np.float64(457.41425218594384), np.float64(273.4827673646706)]"
1031,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2175.5595771412036), np.float64(457.27039764302964), np.float64(273.2169062372409)]"
1032,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2175.9244341210933), np.float64(457.14951081718345), np.float64(273.01931884680243)]"
1033,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2179.884112079225), np.float64(456.8853708324068), np.float64(272.8172695680975)]"
1034,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2177.098057356537), np.float64(456.7638537843367), np.float64(273.00814135791575)]"
1035,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2178.0787678920433), np.float64(456.90539395703547), np.float64(273.01595665245355)]"
1036,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2176.388545995922), np.float64(456.7559689720104), np.float64(272.8708786530293)]"
1037,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2175.60262042334), np.float64(456.72442938978776), np.float64(272.9783797123492)]"
1038,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2154.2687239525953), np.float64(456.66865937635305), np.float64(272.42631598158135)]"
1039,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2175.905096845716), np.float64(457.52098759471863), np.float64(272.2029285330991)]"
1040,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2168.795927668175), np.float64(456.4689927292763), np.float64(272.4247516720614)]"
1041,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2172.593118289162), np.float64(457.88737581159165), np.float64(273.0530679504135)]"
1042,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2171.412802994554), np.float64(458.2245149372908), np.float64(272.53817166851525)]"
1043,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2175.646488230213), np.float64(458.3705801408299), np.float64(272.4640304072981)]"
1044,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2176.861027650126), np.float64(458.0591634740498), np.float64(272.9898964588305)]"
1045,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2179.7792608415057), np.float64(457.75005286385556), np.float64(273.7093180880605)]"
1046,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2181.232926784485), np.float64(457.25235928774134), np.float64(273.7377355095469)]"
1047,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2182.6525694846005), np.float64(456.65756802647803), np.float64(273.57508032562646)]"
1048,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2179.496279162572), np.float64(456.38969848218613), np.float64(273.2650973526925)]"
1049,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2179.077212790564), np.float64(456.03110238602284), np.float64(272.891544508477)]"
1050,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2179.111534172128), np.float64(455.6012334350127), np.float64(272.39492726519404)]"
1051,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2174.864996616753), np.float64(455.4723459177203), np.float64(272.23032662800006)]"
1052,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2175.044392047359), np.float64(455.47940247989754), np.float64(271.7586098475122)]"
1053,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2174.535046088993), np.float64(455.257202890964), np.float64(271.65150688934347)]"
1054,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2181.0022606646035), np.float64(454.87076730660203), np.float64(271.4162387307325)]"
1055,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2176.0956473068436), np.float64(454.9517963722682), np.float64(271.8216335625916)]"
1056,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2179.063943457955), np.float64(455.3670995681074), np.float64(271.96152047865473)]"
1057,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2177.8737728991373), np.float64(455.3829021204181), np.float64(271.6560223825544)]"
1058,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2174.559275118342), np.float64(455.61176785146773), np.float64(271.6682078120436)]"
1059,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2174.693711132867), np.float64(455.8121268906495), np.float64(272.1467912638194)]"
1060,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2173.4600829545875), np.float64(455.97271046103367), np.float64(272.5556378928532)]"
1061,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2170.999072267884), np.float64(456.5606069129485), np.float64(272.7290905941881)]"
1062,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2171.3543535938984), np.float64(457.09989472328414), np.float64(272.75079234945554)]"
1063,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2170.1928058965013), np.float64(457.4796013290205), np.float64(272.75696195146725)]"
1064,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2170.572919267462), np.float64(457.7975351668536), np.float64(272.9611800596508)]"
1065,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2171.1974227997835), np.float64(457.9287089661185), np.float64(273.08252697436023)]"
1066,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2170.800754795554), np.float64(458.0769299198629), np.float64(273.118989344592)]"
1067,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2172.4729953770225), np.float64(458.20255712723883), np.float64(273.2092201762679)]"
1068,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2172.356696408578), np.float64(458.266219729509), np.float64(273.1904398795548)]"
1069,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2172.8590601695923), np.float64(458.4031242866448), np.float64(273.2858331916338)]"
1070,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2174.9219121377655), np.float64(458.4272566089324), np.float64(273.3552924633851)]"
1071,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2174.019178668369), np.float64(458.4778346123027), np.float64(273.50214976284275)]"
1072,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2174.274826568222), np.float64(458.57911758009067), np.float64(273.50047052137717)]"
1073,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2137.580388477219), np.float64(458.0888444171075), np.float64(271.63286511149687)]"
1074,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2140.858895050122), np.float64(460.4859757550201), np.float64(269.15472623085134)]"
1075,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2156.1119263260184), np.float64(460.0211505875128), np.float64(273.46253083130875)]"
1076,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2178.2618936717045), np.float64(462.32382962881763), np.float64(274.8840240077883)]"
1077,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2178.1566422637884), np.float64(465.3960930409018), np.float64(274.53183169412443)]"
1078,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2184.671557335879), np.float64(466.3512170172198), np.float64(275.7981607824793)]"
1079,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2189.057560990084), np.float64(466.21457033604685), np.float64(277.6354570550739)]"
1080,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2196.4084496306623), np.float64(464.40265518362594), np.float64(278.97442819822385)]"
1081,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2199.6993712106564), np.float64(462.7946143341301), np.float64(280.1840479003343)]"
1082,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2180.973784456833), np.float64(463.2370311526768), np.float64(279.69258780189875)]"
1083,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2141.8514921917968), np.float64(463.985396728862), np.float64(277.32215008159517)]"
1084,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2147.4792553077264), np.float64(465.8808491671496), np.float64(278.1110639663249)]"
1085,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2184.7423639832496), np.float64(466.312039539752), np.float64(277.8291487579928)]"
1086,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2168.362440556629), np.float64(468.05395825044235), np.float64(279.4111100523688)]"
1087,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2181.906577317057), np.float64(470.67516397679276), np.float64(281.07517266571455)]"
1088,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2179.242365198176), np.float64(470.23127807815024), np.float64(280.35108817978573)]"
1089,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2184.867176586477), np.float64(469.4097848547059), np.float64(280.21251853737283)]"
1090,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2188.6256449720668), np.float64(467.359213236881), np.float64(280.7761856609333)]"
1091,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2189.732854650303), np.float64(465.9126140044401), np.float64(281.4558770049438)]"
1092,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2188.951787476763), np.float64(465.2932186236071), np.float64(281.3140898927303)]"
1093,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2175.587420115657), np.float64(465.4797873562199), np.float64(279.47274038615546)]"
1094,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2167.7091381458345), np.float64(465.95441109110135), np.float64(278.6116516259521)]"
1095,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2169.6225882421795), np.float64(465.8368771873144), np.float64(278.26244267720534)]"
1096,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2168.7288526231378), np.float64(465.66312923512317), np.float64(277.8285550377391)]"
1097,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2167.9318118362535), np.float64(465.61783143600167), np.float64(277.62450798434406)]"
1098,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2169.487969296425), np.float64(465.643951707602), np.float64(277.1164188059021)]"
1099,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2166.2508908763602), np.float64(465.54450118168626), np.float64(277.07563379680164)]"
1100,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2168.402652964938), np.float64(465.6582056361588), np.float64(276.7264431468966)]"
1101,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2170.0375386873257), np.float64(465.38064125373165), np.float64(276.25814002869777)]"
1102,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2166.6242856703147), np.float64(465.1946629397062), np.float64(276.8073727616458)]"
1103,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2169.2015421589213), np.float64(465.43995146424015), np.float64(276.65244967973035)]"
1104,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2167.5321486304665), np.float64(465.2906511486393), np.float64(276.2452604806965)]"
1105,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2167.846068229373), np.float64(465.3222486397096), np.float64(276.11989116321695)]"
1106,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2168.01092584746), np.float64(465.22083220910616), np.float64(276.04388529144774)]"
1107,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2169.636069278724), np.float64(465.14655932694757), np.float64(275.9769555624755)]"
1108,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2173.432871275324), np.float64(465.0741119725808), np.float64(276.194825876835)]"
1109,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2187.7920831685447), np.float64(464.28915948095243), np.float64(275.64770422473373)]"
1110,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2186.803029880881), np.float64(464.0849333583483), np.float64(276.66381866447557)]"
1111,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2191.8375206935593), np.float64(464.4816152600688), np.float64(277.52176653920344)]"
1112,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2193.1448255031637), np.float64(464.66234515146726), np.float64(277.7501887671499)]"
1113,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2193.313565202898), np.float64(464.7935283222555), np.float64(278.5170117678148)]"
1114,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2139.6740098363425), np.float64(465.22563405767517), np.float64(277.39188098031957)]"
1115,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2198.117207671323), np.float64(466.62618981354046), np.float64(280.0478640642887)]"
1116,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2179.7609394953406), np.float64(465.2623820911731), np.float64(281.1718345447749)]"
1117,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2191.8812123489806), np.float64(469.1318544270054), np.float64(282.7596288795198)]"
1118,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2192.2576637341917), np.float64(468.9681085900238), np.float64(282.2364023832456)]"
1119,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2188.080473740214), np.float64(469.7993915936545), np.float64(282.07413772531226)]"
1120,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2187.158379965798), np.float64(469.3832260590868), np.float64(283.01086052907067)]"
1121,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2188.9058227652345), np.float64(468.3997692572185), np.float64(283.61922501211814)]"
1122,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2189.8808810922087), np.float64(467.952155308153), np.float64(284.1885266291757)]"
1123,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2191.926438200203), np.float64(467.83359724877516), np.float64(284.7812801302472)]"
1124,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2178.1158759582145), np.float64(469.2729671684127), np.float64(283.5062412524136)]"
